file, performance, flags_combo_id
DSP_autocor_c.c, 7641, [27], [620], [621], [623], [624], [625], [626], [627], [628], [629], [630], [632], [633], [635]
DSP_blk_eswap16_c.c, 3812, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_blk_eswap32_c.c, 3923, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_blk_eswap64_c.c, 3991, [3]
DSP_blk_move_c.c, 799, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_dotprod_c.c, 637, [27], [620], [621], [623], [624], [625], [626], [627], [628], [629], [630], [632], [633], [635]
DSP_dotp_sqr_c.c, 2074, [218], [686], [687], [688], [689], [690], [691], [692], [693], [697], [698], [699], [701]
DSP_firlms2_c.c, 960, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_fir_cplx_c.c, 10261, [121], [439], [559], [702], [703], [704], [705], [706], [708], [709], [710], [711], [712], [713], [714], [715], [717]
DSP_fltoq15_c.c, 6428, [124], [718], [720], [721], [723], [724], [725], [726], [727], [728], [729], [731], [732], [733]
DSP_mat_mul_c.c, 46655, [153], [476], [735], [736], [737], [738], [739], [740], [741], [742], [743], [745], [746], [747], [748], [749]
DSP_mat_trans_c.c, 12711, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_maxidx_c.c, 741, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_maxval_c.c, 842, [35], [111], [750], [751], [752], [754], [755], [756], [757], [758], [760], [761], [762], [763], [764], [765]
DSP_minerror_c.c, 24067, [166], [766], [767], [768], [769], [770], [772], [773], [774], [775], [776], [777], [778], [779], [780]
DSP_minval_c.c, 838, [35], [111], [750], [751], [752], [754], [755], [756], [757], [758], [760], [761], [762], [763], [764], [765]
DSP_mul32_c.c, 9706, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
DSP_neg32_c.c, 3102, [27], [620], [621], [623], [624], [625], [626], [627], [628], [629], [630], [632], [633], [635]
DSP_q15tofl_c.c, 7817, [10], [85], [108], [139], [180], [189], [647], [338], [341], [410], [610], [782], [783], [784], [785], [786], [787], [788], [789], [790], [791], [793], [794], [795], [796], [797]
DSP_vecsumsq_c.c, 2499, [27], [620], [621], [623], [624], [625], [626], [627], [628], [629], [630], [632], [633], [635]
DSP_w_vec_c.c, 5270, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
IMG_quantize_c.c, 2204, [80], [91], [96], [240], [253], [256], [270], [273], [366], [425], [499], [506], [558], [607], [615], [798], [799], [800], [801], [802], [803], [804], [805], [806], [807], [809], [810], [811], [812], [813]
IMG_sad_16x16_c.c, 3006, [216], [814], [815], [816], [817], [818], [819], [820], [823], [824], [825], [826], [827], [828], [829]
IMG_sad_8x8_c.c, 934, [834], [836], [837], [838], [839], [841], [842], [843], [844], [845]
IMG_sobel_c.c, 15295, [48], [426], [486], [846], [847], [848], [849], [851], [852], [853], [854], [855], [856], [857], [859], [860], [861]
IMG_wave_horz_c.c, 581744, [542], [862], [863], [864], [865], [866], [867], [868], [869], [870], [872], [873], [874], [876], [877]
IMG_wave_vert_c.c, 6346, [38], [44], [49], [77], [78], [97], [130], [133], [176], [193], [208], [228], [293], [359], [360], [415], [450], [524], [570], [599], [612], [617], [879], [880], [881], [882], [883], [884], [885], [886], [887], [888], [889], [890], [891], [892], [781]
IMG_ycbcr422p_rgb565_c.c, 4501, [37], [53], [72], [198], [279], [521], [616], [893], [894], [895], [896], [897], [898], [899], [900], [901], [902], [903], [904], [905], [907], [908]
IMG_yc_demux_be16_c.c, 774, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
IMG_yc_demux_le16_c.c, 765, [170], [669], [670], [671], [672], [673], [674], [675], [676], [677], [678], [679], [680], [681], [683]
